timestamp, value
12:41:39, 65.07
12:41:40, 65.07
12:41:41, 65.07
12:41:42, 65.07
12:41:43, 65.07
12:41:44, 65.07
12:41:46, 65.07
12:41:47, 65.07
12:41:48, 65.07
12:41:49, 65.07
12:41:50, 65.07
12:41:51, 65.07
12:41:52, 65.07
12:41:53, 65.07
12:41:54, 65.07
12:41:55, 65.07
12:41:56, 65.07
12:41:57, 65.07
12:41:58, 65.07
12:42:00, 65.07
12:42:01, 65.07
12:42:02, 65.07
12:42:03, 65.07
12:42:04, 65.07
12:42:05, 65.07
12:42:06, 65.07
12:42:07, 65.07
12:42:08, 65.07
12:42:09, 65.07
12:42:10, 65.07
12:42:11, 65.07
12:42:12, 65.07
12:42:14, 65.07
12:42:15, 65.07
12:42:16, 65.07
12:42:17, 65.07
12:42:18, 65.07
12:42:19, 65.07
12:42:20, 65.07
12:42:21, 65.07
12:42:22, 65.07
12:42:23, 65.07
12:42:25, 65.07
12:42:26, 65.07
12:42:27, 65.07
12:42:28, 65.07
12:42:29, 65.07
12:42:30, 65.07
12:42:31, 65.07
12:42:32, 65.07
12:42:33, 65.07
12:42:34, 65.07
12:42:35, 65.07
12:42:36, 65.07
12:42:37, 65.07
12:42:39, 65.07
12:42:40, 65.07
12:42:41, 65.07
12:42:42, 65.07
12:42:43, 65.07
12:42:44, 65.07
12:42:45, 65.07
12:42:46, 65.07
12:42:47, 65.07
12:42:48, 65.07
12:42:49, 65.07
12:42:51, 65.07
12:42:52, 65.07
12:42:53, 65.07
12:42:54, 65.07
12:42:55, 65.07
12:42:56, 65.07
12:42:57, 65.07
12:42:58, 65.07
12:42:59, 65.07
12:43:00, 65.07
12:43:01, 65.07
12:43:02, 65.07
12:43:03, 65.07
12:43:05, 65.07
12:43:06, 65.07
12:43:07, 65.07
12:43:08, 65.07
12:43:09, 65.07
12:43:10, 65.07
12:43:11, 65.07
12:43:12, 65.07
12:43:13, 65.07
12:43:14, 65.07
12:43:15, 65.07
12:43:16, 65.07
12:43:17, 65.07
12:43:19, 65.07
12:43:20, 65.07
12:43:21, 65.07
12:43:22, 65.07
12:43:23, 65.07
12:43:24, 65.07
12:43:25, 65.07
12:43:26, 65.07
12:43:27, 65.07
12:43:28, 65.07
12:43:29, 65.07
12:43:30, 65.07
12:43:31, 65.07
12:43:33, 65.07
12:43:34, 65.07
12:43:35, 65.07
12:43:36, 65.07
12:43:37, 65.07
12:43:38, 65.07
12:43:39, 65.07
12:43:40, 65.07
12:43:41, 65.07
12:43:42, 65.07
12:43:43, 65.07
12:43:44, 65.07
12:43:45, 65.07
12:43:47, 65.07
12:43:48, 65.07
12:43:49, 65.07
12:43:50, 65.07
12:43:51, 65.07
12:43:52, 65.07
12:43:53, 65.07
12:43:54, 65.07
12:43:55, 65.07
12:43:56, 65.07
12:43:57, 65.07
12:43:58, 65.07
12:43:59, 65.07
12:44:01, 65.07
12:44:02, 65.07
12:44:03, 65.07
12:44:04, 65.07
12:44:05, 65.07
12:44:06, 65.07
12:44:07, 65.07
12:44:08, 65.07
12:44:09, 65.07
12:44:10, 65.07
12:44:11, 65.07
12:44:12, 65.07
12:44:13, 65.07
12:44:15, 65.07
12:44:16, 65.07
12:44:17, 65.07
12:44:18, 65.07
12:44:19, 65.07
12:44:20, 65.07
12:44:21, 65.07
12:44:22, 65.07
12:44:23, 65.07
12:44:24, 65.07
12:44:25, 65.07
12:44:26, 65.07
12:44:27, 65.07
12:44:29, 65.07
12:44:30, 65.07
12:44:31, 65.07
12:44:32, 65.07
12:44:33, 65.07
12:44:34, 65.07
12:44:35, 65.07
12:44:36, 65.07
