timestamp,value
19:21:51, 84.78
19:21:52, 84.78
19:21:53, 84.78
19:21:54, 84.78
19:21:55, 84.78
19:21:56, 84.78
19:21:57, 84.78
19:21:58, 84.78
19:21:59, 84.78
19:22:00, 84.78
19:22:01, 84.78
19:22:02, 84.78
19:22:03, 84.78
19:22:05, 84.78
19:22:06, 84.78
19:22:07, 84.78
19:22:08, 84.78
19:22:09, 84.78
19:22:10, 84.78
19:22:11, 84.78
19:22:12, 84.78
19:22:13, 84.78
19:22:14, 84.78
19:22:15, 84.78
19:22:17, 84.78
19:22:18, 84.78
19:22:19, 84.78
19:22:20, 84.78
19:22:21, 84.78
19:22:22, 84.78
19:22:23, 84.78
19:22:24, 84.78
19:22:25, 84.78
19:22:26, 84.78
19:22:27, 84.78
19:22:29, 84.78
19:22:30, 84.78
19:22:31, 84.78
19:22:32, 84.78
19:22:33, 84.78
19:22:34, 84.78
19:22:35, 84.78
19:22:36, 84.78
19:22:37, 84.78
19:22:38, 84.78
19:22:39, 84.78
19:22:41, 84.78
19:22:42, 84.78
19:22:43, 84.78
19:22:44, 84.78
19:22:45, 84.78
19:22:46, 84.78
19:22:47, 84.78
19:22:48, 84.78
19:22:49, 84.78
19:22:50, 84.78
19:22:52, 84.78
19:22:53, 84.78
19:22:54, 84.78
19:22:55, 84.78
19:22:56, 84.78
19:22:57, 84.78
19:22:58, 84.78
19:22:59, 84.78
19:23:00, 84.78
19:23:01, 84.78
19:23:02, 84.78
19:23:04, 84.78
19:23:05, 84.78
19:23:06, 84.78
19:23:07, 84.78
19:23:08, 84.78
19:23:09, 84.78
19:23:10, 84.78
19:23:11, 84.78
19:23:12, 84.78
19:23:13, 84.78
19:23:14, 84.78
19:23:16, 84.78
19:23:17, 84.78
19:23:18, 84.78
19:23:19, 84.78
19:23:20, 84.78
19:23:21, 84.78
19:23:22, 84.78
19:23:23, 84.78
19:23:24, 84.78
19:23:25, 84.78
19:23:26, 84.78
19:23:28, 84.78
19:23:29, 84.78
19:23:30, 84.78
19:23:31, 84.78
19:23:32, 84.78
19:23:33, 84.78
19:23:34, 84.78
19:23:35, 84.78
19:23:36, 84.78
19:23:37, 84.78
19:23:38, 84.78
19:23:40, 84.78
19:23:41, 84.78
19:23:42, 84.78
19:23:43, 84.78
19:23:44, 84.78
19:23:45, 84.78
19:23:46, 84.78
19:23:47, 84.78
19:23:48, 84.78
19:23:49, 84.78
19:23:50, 84.78
19:23:51, 84.78
19:23:52, 84.78
19:23:53, 84.78
19:23:54, 84.78
19:23:55, 84.78
19:23:57, 84.78
19:23:58, 84.78
19:23:59, 84.78
19:24:00, 84.78
19:24:01, 84.78
19:24:02, 84.78
19:24:03, 84.78
19:24:04, 84.78
19:24:05, 84.78
19:24:06, 84.78
19:24:07, 84.78
19:24:09, 84.78
19:24:10, 84.78
19:24:11, 84.78
19:24:12, 84.78
19:24:13, 84.78
19:24:14, 84.78
19:24:15, 84.78
19:24:16, 84.78
19:24:17, 84.78
19:24:18, 84.78
19:24:19, 84.78
19:24:21, 84.78
19:24:22, 84.78
19:24:23, 84.78
19:24:24, 84.78
19:24:25, 84.78
19:24:26, 84.78
19:24:27, 84.78
19:24:28, 84.78
19:24:29, 84.78
19:24:30, 84.78
19:24:31, 84.78
19:24:33, 84.78
19:24:34, 84.78
19:24:35, 84.78
19:24:36, 84.78
19:24:37, 84.78
19:24:38, 84.78
