timestamp,value
19:35:06, 2.5
19:35:07, 2.5
19:35:08, 2.5
19:35:09, 2.5
19:35:10, 2.5
19:35:11, 2.5
19:35:12, 2.5
19:35:13, 2.5
19:35:14, 2.5
19:35:15, 2.5
19:35:16, 2.5
19:35:18, 2.5
19:35:19, 2.5
19:35:20, 2.5
19:35:20, 2.5
19:35:21, 2.5
19:35:22, 2.5
19:35:23, 2.5
19:35:24, 2.5
19:35:25, 2.5
19:35:26, 2.5
19:35:27, 2.5
19:35:28, 2.5
19:35:29, 2.5
19:35:30, 2.5
19:35:31, 2.5
19:35:32, 2.5
19:35:33, 2.5
19:35:34, 2.5
19:35:35, 2.5
19:35:36, 2.5
19:35:38, 2.5
19:35:39, 2.5
19:35:40, 2.5
19:35:41, 2.5
19:35:42, 2.5
19:35:43, 2.5
19:35:44, 2.5
19:35:45, 2.5
19:35:46, 2.5
19:35:47, 2.5
19:35:48, 2.5
19:35:50, 2.5
19:35:51, 2.5
19:35:52, 2.5
19:35:53, 2.5
19:35:54, 2.5
19:35:55, 2.5
19:35:56, 2.5
19:35:57, 2.6
19:35:58, 2.6
19:35:59, 2.6
19:36:00, 2.6
19:36:02, 2.6
19:36:03, 2.6
19:36:04, 2.6
19:36:05, 2.6
19:36:06, 2.6
19:36:07, 2.6
19:36:08, 2.6
19:36:09, 2.6
19:36:10, 2.6
19:36:11, 2.6
19:36:12, 2.6
19:36:14, 2.6
19:36:15, 2.6
19:36:16, 2.6
19:36:17, 2.6
19:36:18, 2.6
19:36:19, 2.6
19:36:20, 2.5
19:36:21, 2.5
19:36:22, 2.5
19:36:23, 2.5
19:36:25, 2.5
19:36:26, 2.5
19:36:27, 2.5
19:36:28, 2.5
19:36:29, 2.5
19:36:30, 2.5
19:36:31, 2.5
19:36:32, 2.5
19:36:33, 2.5
19:36:34, 2.5
19:36:35, 2.5
19:36:37, 2.5
19:36:38, 2.5
19:36:39, 2.5
19:36:40, 2.5
19:36:41, 2.5
19:36:42, 2.5
19:36:43, 2.5
19:36:44, 2.5
19:36:45, 2.5
19:36:46, 2.5
19:36:47, 2.5
19:36:49, 2.5
19:36:50, 2.5
19:36:51, 2.5
19:36:52, 2.5
19:36:53, 2.5
19:36:54, 2.5
19:36:55, 2.5
19:36:56, 2.5
19:36:57, 2.5
19:36:58, 2.5
19:36:59, 2.5
19:37:01, 2.5
19:37:02, 2.5
19:37:03, 2.5
19:37:04, 2.5
19:37:05, 2.5
19:37:06, 2.5
19:37:07, 2.5
19:37:08, 2.5
19:37:09, 2.5
19:37:10, 2.5
19:37:11, 2.5
19:37:13, 2.5
19:37:14, 2.5
19:37:15, 2.5
19:37:16, 2.5
19:37:17, 2.5
19:37:18, 2.5
19:37:19, 2.5
19:37:20, 2.5
19:37:21, 2.5
19:37:22, 2.5
19:37:23, 2.5
19:37:24, 2.5
19:37:25, 2.5
19:37:26, 2.5
19:37:27, 2.5
19:37:29, 2.5
19:37:30, 2.5
19:37:31, 2.5
19:37:32, 2.5
19:37:33, 2.5
19:37:34, 2.5
19:37:35, 2.5
