timestamp,value
11:18:20, 91.29
11:18:21, 91.29
11:18:22, 91.29
11:18:23, 91.29
11:18:25, 91.29
11:18:26, 91.29
11:18:27, 91.29
11:18:28, 91.29
11:18:29, 91.29
11:18:30, 91.29
11:18:31, 91.29
11:18:32, 91.29
11:18:34, 91.29
11:18:35, 91.29
11:18:36, 91.29
11:18:37, 91.29
11:18:38, 91.29
11:18:39, 91.29
11:18:41, 91.29
11:18:42, 91.29
11:18:43, 91.29
11:18:44, 91.29
11:18:45, 91.29
11:18:46, 91.29
11:18:47, 91.29
11:18:49, 91.29
11:18:50, 91.29
11:18:51, 91.29
11:18:52, 91.29
11:18:53, 91.29
11:18:54, 91.29
11:18:55, 91.29
11:18:57, 91.29
11:18:58, 91.29
11:18:59, 91.29
11:19:00, 91.29
11:19:01, 91.29
11:19:02, 91.29
11:19:04, 91.29
11:19:05, 91.29
11:19:06, 91.29
11:19:07, 91.29
11:19:08, 91.29
11:19:10, 91.29
11:19:11, 91.29
11:19:12, 91.29
11:19:13, 91.29
11:19:15, 91.29
11:19:16, 91.29
11:19:17, 91.29
11:19:18, 91.29
11:19:19, 91.29
11:19:20, 91.29
11:19:21, 91.29
11:19:23, 91.29
11:19:24, 91.29
11:19:25, 91.29
11:19:26, 91.29
11:19:27, 91.29
11:19:28, 91.29
11:19:29, 91.29
11:19:30, 91.29
11:19:31, 91.29
11:19:32, 91.29
11:19:34, 91.29
11:19:35, 91.29
11:19:36, 91.29
11:19:37, 91.29
11:19:38, 91.29
11:19:39, 91.29
11:19:40, 91.29
11:19:41, 91.29
11:19:42, 91.29
11:19:43, 91.29
11:19:45, 91.29
11:19:46, 91.29
11:19:47, 91.29
11:19:48, 91.29
11:19:49, 91.29
11:19:50, 91.29
11:19:51, 91.29
11:19:52, 91.29
11:19:53, 91.29
11:19:55, 91.29
11:19:56, 91.29
11:19:57, 91.29
11:19:58, 91.29
11:19:59, 91.29
11:20:00, 91.29
11:20:01, 91.29
11:20:02, 91.29
11:20:03, 91.29
11:20:04, 91.29
11:20:06, 91.29
11:20:07, 91.29
11:20:08, 91.29
11:20:09, 91.29
11:20:10, 91.29
11:20:11, 91.29
11:20:12, 91.29
11:20:13, 91.29
11:20:14, 91.29
11:20:15, 91.29
11:20:17, 91.29
11:20:18, 91.29
11:20:19, 91.29
11:20:20, 91.29
11:20:21, 91.29
11:20:22, 91.29
11:20:23, 91.29
11:20:24, 91.29
11:20:25, 91.29
11:20:26, 91.29
11:20:28, 91.29
11:20:29, 91.29
11:20:30, 91.29
11:20:31, 91.29
11:20:32, 91.29
11:20:33, 91.29
11:20:34, 91.29
11:20:35, 91.29
11:20:36, 91.29
11:20:37, 91.29
11:20:39, 91.29
11:20:40, 91.29
11:20:41, 91.29
11:20:42, 91.29
11:20:43, 91.29
11:20:44, 91.29
