timestamp, data
11:54:33, 61.34
11:54:34, 61.34
11:54:35, 61.34
11:54:36, 61.34
11:54:37, 61.34
11:54:38, 61.34
11:54:40, 61.34
11:54:41, 61.34
11:54:42, 61.34
11:54:43, 61.34
11:54:44, 61.34
11:54:45, 61.34
11:54:46, 61.34
11:54:47, 61.34
11:54:48, 61.34
11:54:49, 61.34
11:54:50, 61.34
11:54:51, 61.34
11:54:53, 61.34
11:54:54, 61.34
11:54:55, 61.34
11:54:56, 61.34
11:54:57, 61.34
11:54:58, 61.34
11:54:59, 61.34
11:55:00, 61.34
11:55:01, 61.34
11:55:02, 61.34
11:55:03, 61.34
11:55:04, 61.34
11:55:06, 61.34
11:55:07, 61.34
11:55:08, 61.34
11:55:09, 61.34
11:55:10, 61.34
11:55:11, 61.34
11:55:12, 61.34
11:55:13, 61.34
11:55:14, 61.34
11:55:15, 61.34
11:55:16, 61.34
11:55:17, 61.34
11:55:19, 61.34
11:55:20, 61.34
11:55:21, 61.34
11:55:22, 61.34
11:55:23, 61.34
11:55:24, 61.34
11:55:25, 61.34
11:55:26, 61.34
11:55:27, 61.34
11:55:28, 61.34
11:55:29, 61.34
11:55:30, 61.34
11:55:32, 61.34
11:55:33, 61.34
11:55:34, 61.34
11:55:35, 61.34
11:55:36, 61.34
11:55:37, 61.34
11:55:38, 61.34
11:55:39, 61.34
11:55:40, 61.34
11:55:41, 61.34
11:55:42, 61.34
11:55:43, 61.34
11:55:45, 61.34
11:55:46, 61.34
11:55:47, 61.34
11:55:48, 61.34
11:55:49, 61.34
11:55:50, 61.34
11:55:51, 61.34
11:55:52, 61.34
11:55:53, 61.34
11:55:54, 61.34
11:55:55, 61.34
11:55:56, 61.34
11:55:58, 61.34
11:55:59, 61.34
11:56:00, 61.34
11:56:01, 61.34
11:56:02, 61.34
11:56:03, 61.34
11:56:04, 61.34
11:56:05, 61.34
11:56:06, 61.34
11:56:07, 61.34
11:56:08, 61.34
11:56:09, 61.34
11:56:11, 61.34
11:56:12, 61.34
11:56:13, 61.34
11:56:14, 61.34
11:56:15, 61.34
11:56:16, 61.34
11:56:17, 61.34
11:56:18, 61.34
11:56:19, 61.34
11:56:20, 61.34
11:56:21, 61.34
11:56:22, 61.34
11:56:24, 61.34
11:56:25, 61.34
11:56:26, 61.34
11:56:27, 61.34
11:56:28, 61.34
11:56:29, 61.34
11:56:30, 61.34
11:56:31, 61.34
11:56:32, 61.34
11:56:33, 61.34
11:56:34, 61.34
11:56:35, 61.34
11:56:37, 61.34
11:56:38, 61.34
11:56:39, 61.34
11:56:40, 61.34
11:56:41, 61.34
11:56:42, 61.34
11:56:43, 61.34
11:56:44, 61.34
11:56:45, 61.34
11:56:46, 61.34
11:56:47, 61.34
11:56:48, 61.34
11:56:50, 61.34
11:56:51, 61.34
11:56:52, 61.34
11:56:53, 61.34
11:56:54, 61.34
11:56:55, 61.34
11:56:56, 61.34
11:56:57, 61.34
11:56:58, 61.34
11:56:59, 61.34
11:57:00, 61.34
11:57:01, 61.34
11:57:03, 61.34
11:57:04, 61.34
11:57:05, 61.34
11:57:06, 61.34
11:57:07, 61.34
11:57:08, 61.34
11:57:09, 61.34
11:57:10, 61.34
11:57:11, 61.34
11:57:12, 61.34
11:57:13, 61.34
11:57:14, 61.34
11:57:16, 61.34
11:57:17, 61.34
11:57:18, 61.34
11:57:19, 61.34
11:57:20, 61.34
11:57:21, 61.34
11:57:22, 61.34
11:57:23, 61.34
11:57:24, 61.34
11:57:25, 61.34
11:57:26, 61.34
11:57:27, 61.34
11:57:29, 61.34
11:57:30, 61.34
11:57:31, 61.34
11:57:32, 61.34
11:57:33, 61.34
11:57:34, 61.34
11:57:35, 61.34
11:57:36, 61.34
11:57:37, 61.34
11:57:38, 61.34
11:57:39, 61.34
11:57:40, 61.34
11:57:42, 61.34
11:57:43, 61.34
11:57:44, 61.34
11:57:45, 61.34
11:57:46, 61.34
11:57:47, 61.34
11:57:48, 61.34
11:57:49, 61.34
11:57:50, 61.34
11:57:51, 61.34
11:57:52, 61.34
11:57:53, 61.34
11:57:55, 61.34
11:57:56, 61.34
11:57:57, 61.34
11:57:58, 61.34
11:57:59, 61.34
11:58:00, 61.34
11:58:01, 61.34
11:58:02, 61.34
11:58:03, 61.34
11:58:04, 61.34
11:58:05, 61.34
11:58:06, 61.34
11:58:08, 61.34
11:58:09, 61.34
11:58:10, 61.34
11:58:11, 61.34
11:58:12, 61.34
11:58:13, 61.34
11:58:14, 61.34
11:58:15, 61.34
11:58:16, 61.34
11:58:17, 61.34
11:58:18, 61.34
11:58:19, 61.34
11:58:21, 61.34
11:58:22, 61.34
11:58:23, 61.34
11:58:24, 61.34
11:58:25, 61.34
11:58:26, 61.34
11:58:27, 61.34
11:58:28, 61.34
11:58:29, 61.34
11:58:30, 61.34
11:58:31, 61.34
11:58:32, 61.34
11:58:34, 61.34
11:58:35, 61.34
11:58:36, 61.34
11:58:37, 61.34
11:58:38, 61.34
11:58:39, 61.34
11:58:40, 61.34
11:58:41, 61.34
11:58:42, 61.34
11:58:43, 61.34
11:58:44, 61.34
11:58:45, 61.34
11:58:47, 61.34
11:58:48, 61.34
11:58:49, 61.34
11:58:50, 61.34
11:58:51, 61.34
11:58:52, 61.34
11:58:53, 61.34
11:58:54, 61.34
11:58:55, 61.34
11:58:56, 61.34
11:58:57, 61.34
11:58:58, 61.34
11:58:59, 61.34
11:59:01, 61.34
11:59:02, 61.34
11:59:03, 61.34
11:59:04, 61.34
